epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1123.28,1.21043,0.63101,1.77041,0.89986,0.9072,0.95608,0.78805,1.10771,0.58586,1.73815,0.000555396,0.000555396,0.000555396
2,2242.5,1.15128,0.60012,1.73764,0.9002,0.89844,0.95198,0.78415,1.11658,0.59655,1.73872,0.00100107,0.00100107,0.00100107
3,3397.57,1.16065,0.61228,1.74372,0.89987,0.89994,0.95336,0.78462,1.11487,0.59579,1.74516,0.00133672,0.00133672,0.00133672
4,4503.28,1.15828,0.60752,1.75143,0.89914,0.90588,0.95497,0.78946,1.0903,0.57622,1.73579,0.0011719,0.0011719,0.0011719
5,5611.74,1.14302,0.59767,1.74377,0.9065,0.90395,0.95721,0.79366,1.07281,0.56657,1.7279,0.00100687,0.00100687,0.00100687
6,6710.42,1.1282,0.58783,1.73578,0.90299,0.90643,0.95643,0.79416,1.07458,0.56484,1.72667,0.000841835,0.000841835,0.000841835
7,7827.42,1.11131,0.57537,1.72871,0.9035,0.90205,0.95519,0.79603,1.05546,0.55604,1.72067,0.000676802,0.000676802,0.000676802
8,8939.55,1.09776,0.56572,1.72488,0.90467,0.90552,0.9573,0.79922,1.04928,0.55179,1.7158,0.000511769,0.000511769,0.000511769
9,10049.2,1.08435,0.55884,1.72386,0.90376,0.90645,0.9573,0.80019,1.03972,0.54396,1.71411,0.000346736,0.000346736,0.000346736
10,11143.7,1.07357,0.54977,1.71992,0.9093,0.90498,0.95811,0.80294,1.03471,0.53908,1.7101,0.000181703,0.000181703,0.000181703
