epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1630.8,1.50823,0.88817,1.81162,0.8698,0.83683,0.90464,0.70502,1.37775,0.8203,1.65789,0.000555458,0.000555458,0.000555458
2,3217.47,1.39732,0.8134,1.76065,0.87689,0.83788,0.91057,0.70947,1.3678,0.81093,1.66929,0.00100112,0.00100112,0.00100112
3,4787.66,1.39583,0.81712,1.76937,0.87846,0.8383,0.90759,0.71171,1.36165,0.80501,1.6723,0.00133677,0.00133677,0.00133677
4,6341.52,1.38442,0.80752,1.76573,0.87971,0.83804,0.91192,0.72014,1.32221,0.78171,1.66177,0.0011719,0.0011719,0.0011719
5,7876.71,1.36304,0.79371,1.75897,0.88354,0.83803,0.91293,0.72037,1.32707,0.7846,1.65517,0.00100687,0.00100687,0.00100687
6,9385.56,1.34679,0.78459,1.75306,0.88345,0.84308,0.91458,0.72656,1.29261,0.75859,1.64303,0.000841835,0.000841835,0.000841835
7,10887,1.33042,0.76871,1.74947,0.88033,0.84184,0.91405,0.72812,1.28778,0.75672,1.64513,0.000676802,0.000676802,0.000676802
8,12410.5,1.31427,0.7558,1.74591,0.88032,0.84667,0.91636,0.73119,1.26998,0.74158,1.64121,0.000511769,0.000511769,0.000511769
9,13941.2,1.2985,0.74529,1.74278,0.88464,0.84353,0.9168,0.73347,1.26355,0.73573,1.6402,0.000346736,0.000346736,0.000346736
10,15483.8,1.28519,0.73652,1.73571,0.88237,0.84734,0.91668,0.73493,1.25608,0.73072,1.6365,0.000181703,0.000181703,0.000181703
