epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1491.42,1.62706,0.97045,1.85073,0.86326,0.81824,0.88948,0.67077,1.52217,0.89383,1.69274,0.000555458,0.000555458,0.000555458
2,2954.7,1.48066,0.86631,1.78171,0.86502,0.82777,0.89702,0.68765,1.44595,0.85206,1.67962,0.00100112,0.00100112,0.00100112
3,4420.4,1.47355,0.86406,1.77511,0.86998,0.82487,0.89697,0.69032,1.43102,0.8409,1.67538,0.00133677,0.00133677,0.00133677
4,5891.87,1.45373,0.85338,1.77481,0.86438,0.83161,0.89934,0.69484,1.41356,0.83174,1.68847,0.0011719,0.0011719,0.0011719
5,7391.38,1.43679,0.83977,1.76934,0.87141,0.82814,0.89919,0.69772,1.40325,0.82595,1.66602,0.00100687,0.00100687,0.00100687
6,8858.05,1.42018,0.8262,1.7616,0.87617,0.8336,0.90408,0.7024,1.38129,0.80739,1.65715,0.000841835,0.000841835,0.000841835
7,10288.9,1.40121,0.81245,1.75791,0.87303,0.83027,0.90284,0.70445,1.36758,0.80139,1.65496,0.000676802,0.000676802,0.000676802
8,11733.3,1.38603,0.80484,1.75188,0.87172,0.83603,0.90447,0.70676,1.35554,0.79813,1.65313,0.000511769,0.000511769,0.000511769
9,13177.1,1.3712,0.7932,1.74804,0.87324,0.835,0.90461,0.70892,1.34845,0.79041,1.65131,0.000346736,0.000346736,0.000346736
10,14601.9,1.36116,0.78577,1.74642,0.87442,0.83539,0.90563,0.7106,1.34487,0.78709,1.65341,0.000181703,0.000181703,0.000181703
