epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1346.81,1.1523,0.65443,1.84831,0.88592,0.88807,0.94332,0.78284,1.10113,0.60818,1.7819,0.003332,0.003332,0.003332
2,2691.64,1.21835,0.69898,1.8676,0.88781,0.88093,0.94414,0.77675,1.14647,0.64758,1.80605,0.00662135,0.00662135,0.00662135
3,4034.88,1.31634,0.77189,1.91021,0.87411,0.88333,0.93922,0.76173,1.19687,0.68731,1.82576,0.00986669,0.00986669,0.00986669
4,5389.66,1.38605,0.82963,1.95515,0.88135,0.87631,0.93881,0.76133,1.19656,0.69666,1.84166,0.009802,0.009802,0.009802
5,6746.64,1.3745,0.82341,1.95691,0.878,0.88367,0.94051,0.7555,1.20082,0.69164,1.83523,0.009736,0.009736,0.009736
6,8138.89,1.37613,0.82285,1.94749,0.87799,0.88372,0.94257,0.76425,1.18586,0.67835,1.82907,0.00967,0.00967,0.00967
7,9516.12,1.37106,0.81534,1.93705,0.87772,0.88653,0.94206,0.76627,1.1654,0.67227,1.80544,0.009604,0.009604,0.009604
8,10890.6,1.36121,0.8118,1.93173,0.8853,0.87878,0.93974,0.77078,1.14473,0.66039,1.80035,0.009538,0.009538,0.009538
9,12268.4,1.35256,0.80383,1.93533,0.88798,0.87894,0.94266,0.7728,1.1438,0.65211,1.81784,0.009472,0.009472,0.009472
10,13656.1,1.35148,0.79946,1.92556,0.88744,0.88495,0.94335,0.77726,1.12937,0.64352,1.79753,0.009406,0.009406,0.009406
11,15037,1.33892,0.78784,1.92547,0.88862,0.88466,0.94469,0.77948,1.12121,0.63497,1.80796,0.00934,0.00934,0.00934
12,16422.1,1.33806,0.79254,1.92737,0.88313,0.88476,0.94338,0.77884,1.11279,0.6417,1.79944,0.009274,0.009274,0.009274
13,17819.2,1.33109,0.79029,1.91883,0.88971,0.88251,0.94452,0.7805,1.10941,0.63049,1.78883,0.009208,0.009208,0.009208
14,19197.2,1.32972,0.78677,1.9241,0.88898,0.87844,0.94317,0.77981,1.10933,0.63456,1.79106,0.009142,0.009142,0.009142
