epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1500.15,1.72908,1.06738,1.88022,0.86025,0.81252,0.88257,0.6622,1.53752,0.91062,1.70208,0.000555458,0.000555458,0.000555458
2,2951.19,1.52869,0.90275,1.79477,0.86001,0.82432,0.89242,0.6706,1.50984,0.89047,1.69234,0.00100112,0.00100112,0.00100112
3,4416.2,1.50887,0.8925,1.78882,0.86632,0.82103,0.89069,0.67758,1.47673,0.88268,1.69249,0.00133677,0.00133677,0.00133677
4,5899.25,1.48784,0.87706,1.78455,0.86674,0.82208,0.89383,0.68372,1.45552,0.85853,1.68987,0.0011719,0.0011719,0.0011719
5,7363.52,1.46964,0.8623,1.7761,0.87171,0.82362,0.89555,0.68835,1.43241,0.84928,1.67486,0.00100687,0.00100687,0.00100687
6,8828.56,1.45304,0.84948,1.76855,0.87382,0.82919,0.89981,0.69279,1.41386,0.83138,1.66936,0.000841835,0.000841835,0.000841835
7,10318.4,1.43277,0.83675,1.7655,0.8735,0.82897,0.90089,0.69625,1.40658,0.8258,1.66008,0.000676802,0.000676802,0.000676802
8,11810.9,1.41629,0.82291,1.76024,0.87754,0.82977,0.90053,0.69856,1.38434,0.80731,1.65766,0.000511769,0.000511769,0.000511769
9,13300.1,1.40161,0.81186,1.75379,0.87418,0.83273,0.90197,0.70086,1.37921,0.80323,1.65373,0.000346736,0.000346736,0.000346736
10,14797.5,1.38953,0.80497,1.75156,0.87737,0.83,0.90225,0.70141,1.37419,0.80264,1.65701,0.000181703,0.000181703,0.000181703
