epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1672.5,1.42515,0.8375,1.79236,0.88125,0.84048,0.91368,0.72419,1.31103,0.77544,1.65936,0.000555458,0.000555458,0.000555458
2,3214.39,1.34333,0.78035,1.76231,0.87259,0.84279,0.91168,0.72053,1.31583,0.77276,1.67109,0.00100112,0.00100112,0.00100112
3,4838.43,1.3533,0.79167,1.76182,0.87549,0.84619,0.91486,0.72829,1.29226,0.77465,1.65558,0.00133677,0.00133677,0.00133677
4,6366.49,1.3385,0.78512,1.7528,0.88042,0.83805,0.91437,0.72745,1.28304,0.76498,1.65361,0.0011719,0.0011719,0.0011719
5,7931.25,1.32108,0.77169,1.75176,0.87941,0.84609,0.91828,0.73533,1.26079,0.74519,1.64295,0.00100687,0.00100687,0.00100687
6,9478.4,1.30544,0.75829,1.74856,0.88439,0.84589,0.91866,0.73735,1.24537,0.73951,1.63495,0.000841835,0.000841835,0.000841835
7,11087.3,1.2845,0.74424,1.74233,0.88286,0.84722,0.92073,0.74048,1.2357,0.73246,1.64556,0.000676802,0.000676802,0.000676802
8,12650.3,1.27348,0.73451,1.73852,0.88705,0.84794,0.9203,0.74289,1.22061,0.71997,1.62914,0.000511769,0.000511769,0.000511769
9,14207.3,1.25437,0.72002,1.72695,0.88752,0.84791,0.9206,0.74511,1.2144,0.7108,1.632,0.000346736,0.000346736,0.000346736
10,15778.7,1.24034,0.711,1.72934,0.88889,0.8496,0.92266,0.74692,1.20804,0.70329,1.6285,0.000181703,0.000181703,0.000181703
