epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1455.26,1.97042,1.25686,1.91487,0.81798,0.75036,0.81857,0.57487,1.86014,1.14264,1.78241,0.000555458,0.000555458,0.000555458
2,2877.83,1.76817,1.08161,1.83991,0.82326,0.7696,0.8337,0.59267,1.77696,1.0744,1.74601,0.00100112,0.00100112,0.00100112
3,4314.01,1.75279,1.06759,1.83382,0.82561,0.76394,0.83217,0.59502,1.76392,1.08449,1.74935,0.00133677,0.00133677,0.00133677
4,5758.15,1.73272,1.05003,1.83249,0.83304,0.77129,0.84066,0.60387,1.74091,1.04434,1.74411,0.0011719,0.0011719,0.0011719
5,7213.91,1.71009,1.03476,1.82494,0.83258,0.77041,0.84038,0.60582,1.72407,1.03852,1.73672,0.00100687,0.00100687,0.00100687
6,8679.43,1.69397,1.01874,1.81554,0.84058,0.77447,0.84613,0.61453,1.68762,1.01276,1.71549,0.000841835,0.000841835,0.000841835
7,10118.5,1.66754,1.00363,1.81186,0.83476,0.77963,0.8478,0.61769,1.6679,1.00123,1.71498,0.000676802,0.000676802,0.000676802
8,11549.4,1.65713,0.99018,1.80769,0.84039,0.78059,0.85101,0.62013,1.66824,0.99013,1.71069,0.000511769,0.000511769,0.000511769
9,12976.5,1.64123,0.98194,1.79842,0.84357,0.78233,0.85211,0.62272,1.65503,0.98141,1.70522,0.000346736,0.000346736,0.000346736
10,14399.2,1.62735,0.97061,1.79893,0.84197,0.78365,0.8522,0.62307,1.65294,0.9789,1.70586,0.000181703,0.000181703,0.000181703
