epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1133.36,1.12705,0.58378,1.74035,0.90088,0.89882,0.95452,0.79248,1.08061,0.5691,1.72664,0.000555396,0.000555396,0.000555396
2,2266.49,1.12911,0.58933,1.73721,0.90214,0.89555,0.95132,0.78764,1.10687,0.58836,1.73571,0.00100107,0.00100107,0.00100107
3,3389.78,1.14356,0.60602,1.74579,0.90162,0.89849,0.95578,0.78918,1.08804,0.58506,1.73533,0.00133672,0.00133672,0.00133672
4,4513.91,1.14803,0.60562,1.74784,0.90223,0.90087,0.95459,0.79076,1.08211,0.57458,1.73761,0.0011719,0.0011719,0.0011719
5,5638.01,1.1316,0.59254,1.73928,0.90174,0.90582,0.95693,0.79625,1.06552,0.56853,1.72842,0.00100687,0.00100687,0.00100687
6,6756.49,1.11441,0.58106,1.73454,0.90369,0.90321,0.95767,0.79771,1.05744,0.56309,1.72573,0.000841835,0.000841835,0.000841835
7,7885.56,1.09704,0.57013,1.72979,0.90289,0.90112,0.95722,0.80184,1.03967,0.54993,1.7184,0.000676802,0.000676802,0.000676802
8,9004.74,1.08486,0.55828,1.72579,0.90054,0.91039,0.95825,0.80354,1.03173,0.54332,1.71412,0.000511769,0.000511769,0.000511769
9,10136.8,1.07142,0.55291,1.72641,0.91,0.9018,0.95832,0.80475,1.01962,0.53639,1.70905,0.000346736,0.000346736,0.000346736
10,11262.9,1.05833,0.54254,1.71761,0.91002,0.90431,0.95935,0.807,1.01518,0.53086,1.7078,0.000181703,0.000181703,0.000181703
