epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1120.08,1.11375,0.58719,1.75348,0.89306,0.90754,0.95623,0.79327,1.07912,0.59927,1.73646,0.000555396,0.000555396,0.000555396
2,2210.22,1.19581,0.65289,1.79162,0.88522,0.89531,0.94934,0.77409,1.1509,0.64146,1.76908,0.00100107,0.00100107,0.00100107
3,3317.18,1.22907,0.67805,1.80644,0.89295,0.89706,0.95516,0.78033,1.13874,0.62734,1.76219,0.00133672,0.00133672,0.00133672
4,4425.71,1.2191,0.66783,1.80569,0.89225,0.89574,0.95282,0.78578,1.09668,0.61257,1.74948,0.0011719,0.0011719,0.0011719
5,5593.7,1.1916,0.64813,1.79142,0.90009,0.89075,0.95269,0.79069,1.07139,0.58994,1.74639,0.00100687,0.00100687,0.00100687
6,6772.23,1.1643,0.62854,1.78018,0.8988,0.90292,0.9558,0.7956,1.06584,0.5752,1.73384,0.000841835,0.000841835,0.000841835
7,7934.22,1.13541,0.60947,1.76384,0.89974,0.90795,0.95981,0.80178,1.03804,0.55445,1.72284,0.000676802,0.000676802,0.000676802
8,9078.52,1.11152,0.58946,1.7537,0.90349,0.90367,0.95928,0.80659,1.02539,0.54285,1.71488,0.000511769,0.000511769,0.000511769
9,10234.8,1.08734,0.57031,1.73854,0.90294,0.90548,0.95877,0.80713,1.00772,0.53236,1.70848,0.000346736,0.000346736,0.000346736
10,11397.5,1.06258,0.55322,1.73164,0.90616,0.90745,0.96074,0.81121,0.99861,0.52669,1.70478,0.000181703,0.000181703,0.000181703
